,tanggal,sentiment,topic,text
263,9/25/2021,netral,fasilitas,min ini ka singasari apa tidak di padamin lampunya kalo udah waktunya istirahat susah mau tidur kayaknya naik argo selalu dipadamin deh
264,9/25/2021,netral,aturan,dari gambar bangku untuk 2 orang setiap barisnya hanya bisa diisi satu orang karena ada larangan duduk adapun bangku untuk 3 orang ada yang tanpa larangan apapun apakah bangku tersebut dapat diisi full dengan 3 orang terima kasih
265,9/25/2021,netral,jadwalrute,sancaka utara ilang pas lagi dilaundary min ayo kapan mau dioperasikan lagi
266,9/25/2021,netral,experience,baru aja tanya ke kondektur pak keretanya kok rada ngebut ya
267,9/25/2021,netral,jadwalrute,sancaka dari surabaya yogyakarta atau sebaliknya jam berapa ya
268,9/25/2021,positif,pelayanan,kai 76 beneran asli magic perubahannya teladan kalo niat asli mau bener lebih baik berlangsung lama lalu semoga selamanya aamiin
269,9/25/2021,netral,lain,ga asing nih jalan nya wkwk
270,9/25/2021,netral,lain,berlaku kelas ekonomi juga tidak
271,9/25/2021,positif,pelayanan,tahun ke tahun kai selalu bertambah inovasinya sejak era kepemipinan pak jonan semua berubah jayalah kai semoga selalu makin bagus dan nyaman untuk penumpang eksekutif dan juga untuk penumpang ekonomi
272,9/25/2021,netral,lain,sudah tahu arti angka di bawah nama stasiun
273,9/25/2021,netral,lain,cek dm
274,9/25/2021,netral,lain,tidak bisa sudah di coba antara pakai sama tidak pakai sama aja tetap tidak bisa
275,9/25/2021,netral,lain,wkwk tidak pakai terus itu di jenis tulis aja skhun atau ijazah jangan kosong yang kolom jenisnya
276,9/25/2021,netral,lain,soalnya di bawa tertulis jenis yah kirain skhu atau doang ehh kagak tau nya sama aja tidak bisa
277,9/25/2021,netral,lain,itu bukan polisi tapi petugas dishub
278,9/25/2021,netral,aturan,bayi usia 10 bulan boleh perjalanan
279,9/25/2021,netral,syarat,selamat malam min syarat pergi ke solo apa saja ya bayi usia 10 bulan boleh perjalanan
280,9/25/2021,netral,lain,itu kenapa ada nya
281,9/25/2021,netral,lain,bukan masalah file nya tapi jenis file nya itu tidak bisa di isi
282,9/25/2021,netral,syarat,halo min untuk stasiun cirebon pemeriksaan antigen tutup jam berapa ya
283,9/25/2021,netral,aturan,malam min mau tanya anak dibawah 12 tahun apa bolek naik kereta surabaya jombang
284,9/25/2021,netral,lain,justru di hutan awal peradaban ketertiban
285,9/25/2021,netral,syarat,apakah naik kereta api lokal wajib antigen
286,9/25/2021,netral,lain,dikompres dulu kalo kegedean filenya
287,9/25/2021,netral,lain,itu kan filenya ktp ijasah sama transkrip nilai skhu mungkin filenya kegedean maks 2mb
288,9/25/2021,netral,fasilitas,wifi on boardnya sudah include tiket apa ada biaya tambahan nih railmin
289,9/25/2021,netral,lain,tapi tidak bisa
290,9/25/2021,positif,lain,terima kasih pt kereta api indonesia selalu melakukan perubahan dan pembaruan saya selaku penggemar kereta api sejak dulu sanggat bangga dan sangat berterima kasih pada pt kai
291,9/25/2021,netral,lain,ijazah atau skhu tidak sih
292,9/25/2021,netral,aturan,min kapan anak usia dibawah 12 tahun bisa naik kereta
293,9/25/2021,netral,lain,punten ini mah min gatau relevan atau tidak mention ke sini tapi perlintasan kereta api yang di stasiun andir kapan dibetulin lagi ya ngebongkarnya cepet tapi nambalnya mau kapan bahaya loh buat pengendara lain banyak batu cor gitu berceceran
294,9/25/2021,netral,lain,min untuk transkrip nilai unuan saya uploadnya yang dibelakang ijazah min tapi memang ada kok nilai unnya tetera disitu kira kria masalah tidak min
295,9/25/2021,netral,lain,tandatangani nota kerjasama dengan pt kai ridwan kamil ingin kereta api punya banyak jalur
296,9/25/2021,netral,lain,di datangan mah mewek
297,9/25/2021,netral,jadwalrute,joglosemar kapan beroperasi min
298,9/25/2021,netral,lain,berikan hambamu uang
299,9/25/2021,netral,pelayanan,kapan ya kereta ke blitar bisa seenak agro anggrek tidak cepat gpp yang penting bisa nyaman padahal harga tiket sama
300,9/25/2021,positif,lain,mantap
301,9/25/2021,netral,syarat,selamat pagi min antigen di stasiun gambir dan stasiun yogyakarta dimulai dari jam berapa sampai jam berapa ya dan apakah sabtu minggu tetap melayani untuk tiket sendiri apakah tetap perlu di cetak atau cukup lihat dari email saja terima kasih
302,9/25/2021,netral,lain,min promo ulang tahun nya apa aja nih min
303,9/25/2021,netral,lain,min promo ulang tahun nya apa aja nih
304,9/25/2021,netral,lain,min saya tertinggal tumblr air minum di kereta jayakarta tujuan akhir surabaya gubeng kereta 7 kursi 20d apakah ada dan bisa disimpan nanti saya ambil terima kasih
305,9/25/2021,netral,ticketing,min ini mau bayar via qris tidak muncul muncul terus kode nya padahal koneksi lancar
306,9/25/2021,netral,aturan,mimin kalo anak di bawah 2 tahun boleh naik ka jarak jauh kah
307,9/25/2021,netral,ticketing,min saya mau ubah data di kai acces
308,9/25/2021,netral,syarat,tapi tetep kantor ku kalau mau kemana kemana harus pcr wkkwkwtidak mau antigen huhuhu mengsedih banget padahal 2 minggu sekali swab terus
309,9/25/2021,netral,lain,oke terima kasih
310,9/25/2021,negatif,lain,permasalahannya saya butuhnya pergi sekarang bukan nanti urusan mobilitas untuk urusan dagang grosiran bukan urusan liburan main yang pegawai negeri karyawan sepertinya tidak bakal bisa berempati ke saudara saudara yang emang butuh mobilitas baru sembuh covid
311,9/25/2021,positif,ticketing,nah gini dong tiketnya sudah otomatis tercantum sudah vaksin jadi yang tidak bisa install pedulilindungi bisa tetep naik kereta ini baru solutif
312,9/25/2021,positif,fasilitas,what a good news selain hemat paket data juga bisa internetan dengan stabil selama perjalanan kereta pasti sinyal dari mobile tidak akan stabil kalau ada wifi bakalan membantu banget sih
313,9/1/2021,netral,lain,pagi min tolong cek dm ya
314,9/1/2021,netral,lain,lewat dm ya min
315,9/1/2021,netral,ticketing,min saya batalin tiket di tanggal 3 juli sampai sekarang duitnya belum di transfer itu gimana ya
316,9/1/2021,netral,syarat,apa sekarang surat vaksin menjadi persyaratan wajib buat naik kereta min itu untuk sementara apa selamanya
317,9/1/2021,netral,jadwalrute,selamat malam min jadwal kereta dharmawangsa tanggal 3 agustus 2021 saat ini kok tidak tersedia
318,9/1/2021,netral,syarat,untuk jam operasional vaksin di stasiun gambir dari jam berapa ya
319,9/1/2021,negatif,lain,mau naik kereta api ribet bakal gulung tikar bangkrut
320,9/1/2021,netral,lain,terima kasih
321,9/1/2021,netral,jadwalrute,ka kaligung kak
322,9/1/2021,netral,syarat,min udah ada info terbaru persyaratan ka lokal setelah ppkm atau belum
323,9/1/2021,netral,syarat,apakah di stasiun yogyakarta ada vaksin gratis untuk penumpang ka dan waktu operasionalnya jam berapa
324,9/1/2021,netral,aturan,tidak memuaskan kalo bentuk implementasi dari ppkm berarti kalo ppkm sudah selesai aturan ini ditiadakan
325,9/1/2021,netral,jadwalrute,jadwal kelas ekonomi nya mana min
326,9/1/2021,netral,fasilitas,salam pagi min mau kasih masukkan nih di stasiun purwokerto kok smoking area tidak ada ya cuma di peron peron aja itu kan buat penumpang yang kereta nya berhenti untuk punumpang yang masih nunggu wifi disediakan tapi tidak bisa dipake percuma dong ngasih akses free wifi terima kasih
327,9/1/2021,netral,lain,tolong cek dm
328,9/1/2021,netral,jadwalrute,min mau tanya untuk gerbong ekonomi premium tujuan surabaya pasar turi pasar senen itu ada tidak yah
329,9/1/2021,netral,syarat,berarti selama bulan agustus ini harus nunjukin kartu vaksin
330,9/1/2021,netral,lain,apakah ini terbuka setiap hari atau hari tertentu ya min
331,9/1/2021,netral,syarat,di stasiun gambir kalo melakukan rapid antigen di hari yang sama dengan tanggal berangkat bisa tidak ya
332,9/1/2021,netral,syarat,selamat malam kak mau nanya kalau jarak dekat dari pekalongan ke semarang poncol apakah harus menunjukan kartu vaksin juga kak dan jadwal keberangkatan apa ada yang pagi
333,9/2/2021,netral,syarat,halo min untuk perjalanan ka argo parahyangan tanggal 7 agustus cukup bawa hasil pcr antigen dan sertifikat vaksin saja kah terima kasih
334,9/2/2021,netral,lain,info ini valid kan ya min
335,9/2/2021,netral,lain,cek dm ya min
336,9/2/2021,netral,lain,min aku tanya lagi di dm hehe makasih admin
337,9/2/2021,netral,syarat,min ppkm kan sampai tanggal 2 besok selebihnya apakah bisa menggunakan genose lagi
338,9/2/2021,netral,lain,semarang tawang min
339,9/2/2021,netral,lain,selamat malam min mohon cek dm saya ya terima kasih
340,9/2/2021,netral,aturan,jadi selain pekerja gitu tidak boleh naik ka lokal ya min misal urusan kuliah gitu tidak boleh berarti
341,9/2/2021,netral,syarat,selamat malam min rencana saya ada perjalanan antar kota menggunakan kereta tapi saya belum vaksin apakah layanan vaksin masih bisa di stasiun gubeng pasar turi karena saya cek katanya sampai tanggal 20 juli saja
342,9/2/2021,netral,aturan,untuk stasiun purwokerto tapi apa harus membeli tiket kereta api terlebih dahulu
343,9/2/2021,netral,syarat,ada yang bilang apa bisa dengan membeli tiket kereta api bisa vaksin di stasiun
344,9/2/2021,netral,syarat,min besok sudah selesai pkkm dari jakarta depok sudah tidak ada syarat kan ya terima kasih
345,9/2/2021,netral,lain,percuma beli alatnya sekarang tidak dipakai ya min
346,9/2/2021,netral,lain,terima kasih atas bantuan nya min
347,9/2/2021,positif,lain,aamiin baik min kamu juga sehat terus ya
348,9/2/2021,netral,jadwalrute,untuk ka joglosemarkerto apakah masih termasuk ka aglomerasi ya
349,9/2/2021,netral,ticketing,sudah saya dm kode booking nya
350,9/2/2021,netral,lain,sudah saya dm dan capture ya mohon bantuannya terima kasih
351,9/2/2021,netral,syarat,malam min mau nanya kalau tes rapid antigen di stasiun ada batas waktu maksimalnyatidak ya misalnya 2 jam sebelum keberangkatan gitu terima kasih
352,9/2/2021,netral,jadwalrute,aglomerasi
353,9/2/2021,netral,ticketing,maaf kalo emang ada notif tidak bakalan saya komplain ya nomor sudah sesuai dengan nomor pas pemesanan
354,9/2/2021,netral,syarat,halo min untuk ka joglosemarkerto apakah juga harus menyiapkan rapid antigen pcr negatif dan surat vaksin juga
355,9/2/2021,netral,syarat,min kalo kereta kamandaka wajib rapid tidak
356,9/2/2021,netral,lain,cek dm ya min
357,9/2/2021,netral,syarat,kaligung semarang tegal pake syarat seperti itu juga min
358,9/2/2021,netral,syarat,ka jarak jauh masih perlu surat jalan tidak min
359,9/2/2021,netral,jadwalrute,min ini perubahan jadwal apa gimana saya besok di jadwal jam 6 pagi argo parahyangan dan tidak ada sms perubahan jadwal juga tolong respon cepet min
360,9/2/2021,netral,lain,terima kasih kak
361,9/2/2021,netral,lain,dibatasi itu artinya seperti apa min tidak boleh atau bagaimana ketentuannya
362,9/2/2021,netral,syarat,untuk antigen di stasiun pasar turi jam operasionalnya sama dengan gubeng
363,9/2/2021,netral,ticketing,halo mau tanya untuk proses reschedule tiket ke hari berikutnya cara nya bagaimana lewat aplikasi tidak bisa mohon bantuannya makasih
364,9/2/2021,netral,syarat,min mau bertanya jika tidak dapat sertifikat karna salah memasukan data no telpon pakai kartu vaksin yang didapat dari tempat vaksin boleh tidak min
365,9/2/2021,netral,lain,tolong cek dm
366,9/2/2021,netral,lain,admin minta tolong balas dm ya makasih
367,9/2/2021,netral,lain,min tolong cek dm ya
368,9/2/2021,netral,lain,terima kasih atas infonya
369,9/2/2021,netral,syarat,udah vaksin minceu
370,9/2/2021,netral,jadwalrute,semarang ke bandung kak 20 agustus
371,9/2/2021,netral,lain,min tolong cek dan balas dm dari saya terima kasih
372,9/2/2021,netral,syarat,halo mau bertanya kalo untuk keberangkatan pulau jawa tanggal 4 agustus masih harus menyertakan surat vaksin
373,9/2/2021,netral,syarat,di stasiun cirebon kota cirebon itu sampai jam berapa ya kalo boleh tau test antigennya
374,9/2/2021,netral,lain,min cek dm
375,9/2/2021,netral,jadwalrute,tanggal 45 dari bojonegoro ke stasiun surabaya gubeng krd terus lanjut gubeng ke mojokerto dhoho min
376,9/2/2021,netral,lain,kak admin tolong balas dm terima kasih
377,9/2/2021,netral,jadwalrute,min kereta semarang solo ini udah tidak ada ya kalo masih ada jadwalnya buat senin 2 agustus besok jam berapa aja
378,9/2/2021,netral,syarat,apakah harus pake surat vaksin makasih
379,9/2/2021,netral,lain,tolong cek sm darii saya ya min
380,9/2/2021,netral,jadwalrute,min kereta baturraden ekspress tidak beroperasi ya
381,9/2/2021,netral,lain,oke min
382,9/2/2021,netral,lain,makasih min
383,9/2/2021,netral,syarat,selamat malam min mau bertanya kalau jarak dekat misalnya dari bojonegoro ke mojokerto apakah harus rapid juga terima kasih
384,9/2/2021,netral,lain,terima kasih min infonya
385,9/2/2021,netral,lain,terima kasih banyak min
386,9/2/2021,netral,jadwalrute,tanggal 4 agustus tidak ada harina kenapa kak
387,9/2/2021,netral,jadwalrute,halo min kereta api bandara bias solo klaten besok beroprasi tidak ya terima kasih
388,9/2/2021,netral,ticketing,aduh udah 3 minggu uang refund tidak masuk masuk butuh duitnya
389,9/2/2021,positif,lain,saya juga seneng min bisa dibantu railmin
390,9/2/2021,netral,syarat,boleh diinfokan link info persyaratan untuk joglosemarkerto min
391,9/2/2021,netral,aturan,min bocah usia dibawah 12 tahun udah boleh dibawa belum ya
392,9/2/2021,netral,syarat,untuk tes antigen bisa di klinik rs lab dimana saja kan min
393,9/2/2021,netral,jadwalrute,aneh banget malabar malang bandung yang available kok cuma tanggal 3 ya
394,9/2/2021,netral,syarat,min mau tanya dong mau naik serayu malam dari sidareja fasilitas rapid test antigen dilayani sampai pukul berapa ya min
395,9/2/2021,netral,jadwalrute,min untuk kereta joglosemarkerto udah mulai beroperasi belum ya rencana mau berangkat untuk tanggal 8 agustus
396,9/2/2021,netral,lain,oke terima kasih
397,9/2/2021,netral,syarat,min kalo mau naik kajj syaratnya vaksin sedangkan saya belum vaksin dikarenakan baru saja sembuh dari covid gimana
398,9/2/2021,netral,lain,terima kasih min infonya
399,9/2/2021,netral,lain,berarti untuk keberangkatan pagi bisa dilakukan malam ini ya min
400,9/2/2021,netral,lain,min tolong cek dm ya terima kasih
401,9/2/2021,netral,syarat,selamat malam mohon tanya apa penumpang kereta api jauh boleh menggunakan kereta commuter line tanpa strp terima kasih
402,9/2/2021,netral,lain,makasih min
403,9/2/2021,netral,syarat,masa berlaku antigen tercatat pukul 1430 dari tanggal 1 agustus 2021 apakah ditoleransi untuk keberangkatan 1700 tanggal 2 agustus 2021 rute kereta jayakarta pasar senen lempuyangan info yang saya peroleh dari petugas lapangan kai masih ditoleransi mohon konfirmasinya min
404,9/2/2021,netral,syarat,mau tanya min sertifikat vaksin harus print out atau bisa dari hp saja yang sudah kita download
405,9/2/2021,netral,syarat,min keberangkatan argo lawu dari stasiun yogyakarta besok jam 0922 antigen nya masih keburu di stasiun kan
406,9/2/2021,netral,syarat,saya mahasiswa kak apabila saya menggunakan surat tugas yang dikeluarkan oleh fakultas apakah bisa dipakai sebagai persyaratan yang disebuntukan
407,9/2/2021,netral,lain,oh baik terima kasih
408,9/2/2021,netral,syarat,kata menkes sertifikat vaksin bukan untuk persyaratan apapun kenapa tiket kai harus pakai
409,9/2/2021,netral,syarat,kaligung tegal semarang poncol juga wajib rapid min
410,9/2/2021,netral,jadwalrute,min ka purwojaya kapan beroperasi
411,9/2/2021,netral,syarat,sore kak jadi kalau pakai pakai kereta joglosemarkerto maupun kamandaka setelah ppkm tidak perlu menunjukkan kartu vaksin maupun hasil swab atau rapid ya
412,9/2/2021,netral,lain,min tolong cek lagi dong
413,9/2/2021,netral,lain,sudah saya dm ya admin mohon bantuannya untuk segera direspon
414,9/2/2021,netral,lain,admin tolong cek dm ya
415,9/2/2021,negatif,syarat,halah kebanyakan syarat tidak laku we pemerintah kok diikuti
416,9/2/2021,netral,syarat,kondisi saya hanya sudah sembuh dan masih harus menunggu 3 bulan untuk bisa vaksin jadi saya tidak punya riwayat penyakit kondisi medis tertentu min itu bagaimana ya
417,9/2/2021,netral,syarat,layanan rapid test antigen masih tersedia kan di stasiun min
418,9/2/2021,negatif,ticketing,halo ini bagaimana ya kok saya pesan tiket sari sudah dari seminggu yang lalu tidak ada informasi pembatalan karena ppkm pas sampai stasiun kereta singasari cikampek kediri dibatalkan dan baru ada tanggal 3 ngambil cuti di tengah pandemi susah lho gimana sih
419,9/2/2021,netral,syarat,halo min selamat sore untuk perjalanan menggunakan kereta dari stasiun kota mojokerto menuju stasiun wonokromo surabaya apakah harus menyertakan kartu vaksin min atau mungkin harus menyertakan surat lainnya min
420,9/2/2021,netral,syarat,sore min saya mau tanya mengenai syarat untuk penyintas covid kalau tidak salah harus punya surat ptidaknti vaksin dari dokter spesialis ya itu suratnya boleh dari dokter spesialis apapun atau hanya dokter spesialis tertentu saja
