,Unnamed: 0,tanggal,sentiment,topic,text
265,265,9/25/2021,netral,jadwalrute,sancaka utara ilang pas lagi dilaundary min ayo kapan mau dioperasikan lagi
266,266,9/25/2021,netral,experience,baru aja tanya kondektur keretanya rada ngebut ya
267,267,9/25/2021,netral,jadwalrute,sancaka dari surabaya yogyakarta atau jam berapa ya
268,268,9/25/2021,positif,pelayanan,kai beneran asli magic perubahannya teladan kalo niat asli mau bener lebih baik lama semoga aamiin
269,269,9/25/2021,netral,lain,ga asing nih jalan nya wkwk
270,270,9/25/2021,netral,lain,berlaku kelas ekonomi juga tidak
271,271,9/25/2021,positif,pelayanan,kai selalu bertambah inovasinya era kepemipinan jonan semua berubah jayalah kai semoga selalu makin bagus dan nyaman untuk penumpang eksekutif dan juga untuk penumpang ekonomi
272,272,9/25/2021,netral,lain,sudah tahu arti angka di bawah nama stasiun
273,273,9/25/2021,netral,lain,cek dm
274,274,9/25/2021,netral,lain,tidak bisa sudah di coba antara pakai sama tidak pakai sama aja tetap tidak bisa
275,275,9/25/2021,netral,lain,wkwk tidak pakai terus itu di jenis tulis aja skhun atau ijazah jangan kosong kolom jenisnya
276,276,9/25/2021,netral,lain,soalnya di bawa tertulis jenis yah kirain skhu atau doang ehh kagak tau nya sama aja tidak bisa
277,277,9/25/2021,netral,lain,itu bukan polisi tapi petugas dishub
278,278,9/25/2021,netral,aturan,bayi usia boleh perjalanan
279,279,9/25/2021,netral,syarat,selamat malam min syarat pergi solo apa saja ya bayi usia boleh perjalanan
280,280,9/25/2021,netral,lain,itu kenapa ada nya
281,281,9/25/2021,netral,lain,bukan masalah file nya tapi jenis file nya itu tidak bisa di isi
282,282,9/25/2021,netral,syarat,halo min untuk stasiun cirebon pemeriksaan antigen tutup jam berapa ya
283,283,9/25/2021,netral,aturan,malam min mau tanya anak dibawah apa bolek naik kereta surabaya jombang
284,284,9/25/2021,netral,lain,di hutan awal peradaban ketertiban
285,285,9/25/2021,netral,syarat,naik kereta api lokal wajib antigen
286,286,9/25/2021,netral,lain,dikompres dulu kalo kegedean filenya
287,287,9/25/2021,netral,lain,itu filenya ktp ijasah sama transkrip nilai skhu mungkin filenya kegedean maks mb
288,288,9/25/2021,netral,fasilitas,wifi on boardnya sudah include tiket apa ada biaya tambahan nih railmin
289,289,9/25/2021,netral,lain,tapi tidak bisa
290,290,9/25/2021,positif,lain,terima kasih pt kereta api indonesia selalu melakukan perubahan dan pembaruan saya penggemar kereta api dulu sanggat bangga dan sangat berterima kasih pada pt kai
291,291,9/25/2021,netral,lain,ijazah atau skhu tidak sih
292,292,9/25/2021,netral,aturan,min kapan anak usia dibawah bisa naik kereta
293,293,9/25/2021,netral,lain,punten ini mah min gatau relevan atau tidak mention sini tapi perlintasan kereta api di stasiun andir kapan dibetulin lagi ya ngebongkarnya cepet tapi nambalnya mau kapan bahaya loh buat pengendara lain banyak batu cor gitu berceceran
294,294,9/25/2021,netral,lain,min untuk transkrip nilai unuan saya uploadnya dibelakang ijazah min tapi ada nilai unnya tetera disitu kira kria masalah tidak min
295,295,9/25/2021,netral,lain,tandatangani nota kerjasama dengan pt kai ridwan kamil kereta api punya banyak jalur
296,296,9/25/2021,netral,lain,di datangan mah mewek
297,297,9/25/2021,netral,jadwalrute,joglosemar kapan beroperasi min
298,298,9/25/2021,netral,lain,berikan hambamu uang
299,299,9/25/2021,netral,pelayanan,kapan ya kereta blitar bisa seenak agro anggrek tidak cepat gpp penting bisa nyaman padahal harga tiket sama
300,300,9/25/2021,positif,lain,mantap
301,301,9/25/2021,netral,syarat,selamat pagi min antigen di stasiun gambir dan stasiun yogyakarta dimulai dari jam berapa sampai jam berapa ya dan sabtu minggu tetap melayani untuk tiket sendiri tetap di cetak atau cukup lihat dari email saja terima kasih
302,302,9/25/2021,netral,lain,min promo ulang nya apa aja nih min
303,303,9/25/2021,netral,lain,min promo ulang nya apa aja nih
304,304,9/25/2021,netral,lain,min saya tertinggal tumblr air minum di kereta jayakarta tujuan akhir surabaya gubeng kereta kursi ada dan bisa disimpan nanti saya ambil terima kasih
305,305,9/25/2021,netral,ticketing,min ini mau bayar via qris tidak muncul muncul terus kode nya padahal koneksi lancar
306,306,9/25/2021,netral,aturan,mimin kalo anak di bawah boleh naik ka jarak jauh kah
307,307,9/25/2021,netral,ticketing,min saya mau ubah data di kai acces
308,308,9/25/2021,netral,syarat,tapi tetep kantor ku kalau mau kemana kemana harus pcr wkkwkwtidak mau antigen huhuhu mengsedih banget padahal minggu sekali swab terus
309,309,9/25/2021,netral,lain,oke terima kasih
310,310,9/25/2021,negatif,lain,permasalahannya saya butuhnya pergi sekarang bukan nanti urusan mobilitas untuk urusan dagang grosiran bukan urusan liburan main pegawai negeri karyawan tidak bisa berempati saudara saudara emang butuh mobilitas baru sembuh covid
311,311,9/25/2021,positif,ticketing,gini tiketnya sudah otomatis tercantum sudah vaksin jadi tidak bisa install pedulilindungi bisa tetep naik kereta ini baru solutif
312,312,9/25/2021,positif,fasilitas,what good news selain hemat paket data juga bisa internetan dengan stabil selama perjalanan kereta pasti sinyal dari mobile tidak akan stabil kalau ada wifi membantu banget sih
313,313,9/1/2021,netral,lain,pagi min tolong cek dm ya
314,314,9/1/2021,netral,lain,lewat dm ya min
315,315,9/1/2021,netral,ticketing,min saya batalin tiket di tanggal juli sampai sekarang duitnya belum di transfer itu gimana ya
316,316,9/1/2021,netral,syarat,apa sekarang surat vaksin menjadi persyaratan wajib buat naik kereta min itu untuk sementara apa
317,317,9/1/2021,netral,jadwalrute,selamat malam min jadwal kereta dharmawangsa tanggal agustus saat ini tidak tersedia
318,318,9/1/2021,netral,syarat,untuk jam operasional vaksin di stasiun gambir dari jam berapa ya
319,319,9/1/2021,negatif,lain,mau naik kereta api ribet gulung tikar bangkrut
320,320,9/1/2021,netral,lain,terima kasih
321,321,9/1/2021,netral,jadwalrute,ka kaligung kak
322,322,9/1/2021,netral,syarat,min udah ada info terbaru persyaratan ka lokal setelah ppkm atau belum
323,323,9/1/2021,netral,syarat,di stasiun yogyakarta ada vaksin gratis untuk penumpang ka dan waktu operasionalnya jam berapa
324,324,9/1/2021,netral,aturan,tidak memuaskan kalo bentuk implementasi dari ppkm kalo ppkm sudah selesai aturan ini ditiadakan
325,325,9/1/2021,netral,jadwalrute,jadwal kelas ekonomi nya mana min
326,326,9/1/2021,netral,fasilitas,salam pagi min mau kasih masukkan nih di stasiun purwokerto smoking area tidak ada ya cuma di peron peron aja itu buat penumpang kereta nya berhenti untuk punumpang masih nunggu wifi disediakan tapi tidak bisa dipake ngasih akses free wifi terima kasih
327,327,9/1/2021,netral,lain,tolong cek dm
328,328,9/1/2021,netral,jadwalrute,min mau tanya untuk gerbong ekonomi premium tujuan surabaya pasar turi pasar senen itu ada tidak yah
329,329,9/1/2021,netral,syarat,selama agustus ini harus nunjukin kartu vaksin
330,330,9/1/2021,netral,lain,ini terbuka setiap atau tertentu ya min
331,331,9/1/2021,netral,syarat,di stasiun gambir kalo melakukan rapid antigen di sama dengan tanggal berangkat bisa tidak ya
332,332,9/1/2021,netral,syarat,selamat malam kak mau nanya kalau jarak dekat dari pekalongan semarang poncol harus menunjukan kartu vaksin juga kak dan jadwal keberangkatan apa ada pagi
333,333,9/2/2021,netral,syarat,halo min untuk perjalanan ka argo parahyangan tanggal agustus cukup bawa hasil pcr antigen dan sertifikat vaksin saja kah terima kasih
334,334,9/2/2021,netral,lain,info ini valid ya min
335,335,9/2/2021,netral,lain,cek dm ya min
336,336,9/2/2021,netral,lain,min aku tanya lagi di dm hehe makasih admin
337,337,9/2/2021,netral,syarat,min ppkm sampai tanggal besok selebihnya bisa menggunakan genose lagi
338,338,9/2/2021,netral,lain,semarang tawang min
339,339,9/2/2021,netral,lain,selamat malam min mohon cek dm saya ya terima kasih
340,340,9/2/2021,netral,aturan,jadi selain pekerja gitu tidak boleh naik ka lokal ya min urusan kuliah gitu tidak boleh
341,341,9/2/2021,netral,syarat,selamat malam min rencana saya ada perjalanan kota menggunakan kereta tapi saya belum vaksin layanan vaksin masih bisa di stasiun gubeng pasar turi saya cek sampai tanggal juli saja
342,342,9/2/2021,netral,aturan,untuk stasiun purwokerto tapi apa harus membeli tiket kereta api
343,343,9/2/2021,netral,syarat,ada bilang apa bisa dengan membeli tiket kereta api bisa vaksin di stasiun
344,344,9/2/2021,netral,syarat,min besok sudah selesai pkkm dari jakarta depok sudah tidak ada syarat ya terima kasih
345,345,9/2/2021,netral,lain,beli alatnya sekarang tidak dipakai ya min
346,346,9/2/2021,netral,lain,terima kasih atas bantuan nya min
347,347,9/2/2021,positif,lain,aamiin baik min juga sehat terus ya
348,348,9/2/2021,netral,jadwalrute,untuk ka joglosemarkerto masih ka aglomerasi ya
349,349,9/2/2021,netral,ticketing,sudah saya dm kode booking nya
350,350,9/2/2021,netral,lain,sudah saya dm dan capture ya mohon bantuannya terima kasih
351,351,9/2/2021,netral,syarat,malam min mau nanya kalau tes rapid antigen di stasiun ada batas waktu maksimalnyatidak ya jam sebelum keberangkatan gitu terima kasih
352,352,9/2/2021,netral,jadwalrute,aglomerasi
353,353,9/2/2021,netral,ticketing,maaf kalo emang ada notif tidak saya komplain ya nomor sudah sesuai dengan nomor pas pemesanan
354,354,9/2/2021,netral,syarat,halo min untuk ka joglosemarkerto juga harus rapid antigen pcr negatif dan surat vaksin juga
355,355,9/2/2021,netral,syarat,min kalo kereta kamandaka wajib rapid tidak
356,356,9/2/2021,netral,lain,cek dm ya min
357,357,9/2/2021,netral,syarat,kaligung semarang tegal pake syarat seperti itu juga min
358,358,9/2/2021,netral,syarat,ka jarak jauh masih surat jalan tidak min
359,359,9/2/2021,netral,jadwalrute,min ini perubahan jadwal apa gimana saya besok di jadwal jam pagi argo parahyangan dan tidak ada sms perubahan jadwal juga tolong respon cepet min
360,360,9/2/2021,netral,lain,terima kasih kak
361,361,9/2/2021,netral,lain,dibatasi itu seperti apa min tidak boleh atau bagaimana ketentuannya
362,362,9/2/2021,netral,syarat,untuk antigen di stasiun pasar turi jam operasionalnya sama dengan gubeng
363,363,9/2/2021,netral,ticketing,halo mau tanya untuk proses reschedule tiket nya bagaimana lewat aplikasi tidak bisa mohon bantuannya makasih
364,364,9/2/2021,netral,syarat,min mau bertanya tidak dapat sertifikat karna salah memasukan data no telpon pakai kartu vaksin didapat dari tempat vaksin boleh tidak min
365,365,9/2/2021,netral,lain,tolong cek dm
366,366,9/2/2021,netral,lain,admin minta tolong balas dm ya makasih
367,367,9/2/2021,netral,lain,min tolong cek dm ya
368,368,9/2/2021,netral,lain,terima kasih atas infonya
369,369,9/2/2021,netral,syarat,udah vaksin minceu
370,370,9/2/2021,netral,jadwalrute,semarang bandung kak agustus
371,371,9/2/2021,netral,lain,min tolong cek dan balas dm dari saya terima kasih
372,372,9/2/2021,netral,syarat,halo mau bertanya kalo untuk keberangkatan pulau jawa tanggal agustus masih harus menyertakan surat vaksin
373,373,9/2/2021,netral,syarat,di stasiun cirebon kota cirebon itu sampai jam berapa ya kalo boleh tau test antigennya
374,374,9/2/2021,netral,lain,min cek dm
375,375,9/2/2021,netral,jadwalrute,tanggal dari bojonegoro stasiun surabaya gubeng krd terus lanjut gubeng mojokerto dhoho min
376,376,9/2/2021,netral,lain,kak admin tolong balas dm terima kasih
377,377,9/2/2021,netral,jadwalrute,min kereta semarang solo ini udah tidak ada ya kalo masih ada jadwalnya buat senin agustus besok jam berapa aja
378,378,9/2/2021,netral,syarat,harus pake surat vaksin makasih
379,379,9/2/2021,netral,lain,tolong cek sm darii saya ya min
380,380,9/2/2021,netral,jadwalrute,min kereta baturraden ekspress tidak beroperasi ya
381,381,9/2/2021,netral,lain,oke min
382,382,9/2/2021,netral,lain,makasih min
383,383,9/2/2021,netral,syarat,selamat malam min mau bertanya kalau jarak dekat dari bojonegoro mojokerto harus rapid juga terima kasih
384,384,9/2/2021,netral,lain,terima kasih min infonya
385,385,9/2/2021,netral,lain,terima kasih banyak min
386,386,9/2/2021,netral,jadwalrute,tanggal agustus tidak ada harina kenapa kak
387,387,9/2/2021,netral,jadwalrute,halo min kereta api bandara bias solo klaten besok beroprasi tidak ya terima kasih
388,388,9/2/2021,netral,ticketing,aduh udah minggu uang refund tidak masuk masuk butuh duitnya
389,389,9/2/2021,positif,lain,saya juga seneng min bisa dibantu railmin
390,390,9/2/2021,netral,syarat,boleh diinfokan link info persyaratan untuk joglosemarkerto min
391,391,9/2/2021,netral,aturan,min bocah usia dibawah udah boleh dibawa belum ya
392,392,9/2/2021,netral,syarat,untuk tes antigen bisa di klinik rs lab dimana saja min
393,393,9/2/2021,netral,jadwalrute,aneh banget malabar malang bandung available cuma tanggal ya
394,394,9/2/2021,netral,syarat,min mau tanya mau naik serayu malam dari sidareja fasilitas rapid test antigen dilayani sampai berapa ya min
395,395,9/2/2021,netral,jadwalrute,min untuk kereta joglosemarkerto udah mulai beroperasi belum ya rencana mau berangkat untuk tanggal agustus
396,396,9/2/2021,netral,lain,oke terima kasih
397,397,9/2/2021,netral,syarat,min kalo mau naik kajj syaratnya vaksin sedangkan saya belum vaksin dikarenakan baru saja sembuh dari covid gimana
398,398,9/2/2021,netral,lain,terima kasih min infonya
399,399,9/2/2021,netral,lain,untuk keberangkatan pagi bisa malam ini ya min
400,400,9/2/2021,netral,lain,min tolong cek dm ya terima kasih
401,401,9/2/2021,netral,syarat,selamat malam mohon tanya apa penumpang kereta api jauh boleh menggunakan kereta commuter line tanpa strp terima kasih
402,402,9/2/2021,netral,lain,makasih min
403,403,9/2/2021,netral,syarat,masa berlaku antigen tercatat dari tanggal agustus ditoleransi untuk keberangkatan tanggal agustus rute kereta jayakarta pasar senen lempuyangan info saya peroleh dari petugas lapangan kai masih ditoleransi mohon konfirmasinya min
404,404,9/2/2021,netral,syarat,mau tanya min sertifikat vaksin harus print out atau bisa dari hp saja sudah download
405,405,9/2/2021,netral,syarat,min keberangkatan argo lawu dari stasiun yogyakarta besok jam antigen nya masih keburu di stasiun
406,406,9/2/2021,netral,syarat,saya mahasiswa kak saya menggunakan surat tugas dikeluarkan oleh fakultas bisa dipakai sebagai persyaratan disebuntukan
407,407,9/2/2021,netral,lain,oh baik terima kasih
408,408,9/2/2021,netral,syarat,menkes sertifikat vaksin bukan untuk persyaratan apapun kenapa tiket kai harus pakai
409,409,9/2/2021,netral,syarat,kaligung tegal semarang poncol juga wajib rapid min
410,410,9/2/2021,netral,jadwalrute,min ka purwojaya kapan beroperasi
411,411,9/2/2021,netral,syarat,sore kak jadi kalau pakai pakai kereta joglosemarkerto kamandaka setelah ppkm tidak kartu vaksin hasil swab atau rapid ya
412,412,9/2/2021,netral,lain,min tolong cek lagi
413,413,9/2/2021,netral,lain,sudah saya dm ya admin mohon bantuannya untuk segera direspon
414,414,9/2/2021,netral,lain,admin tolong cek dm ya
415,415,9/2/2021,negatif,syarat,halah kebanyakan syarat tidak laku we pemerintah diikuti
416,416,9/2/2021,netral,syarat,kondisi saya hanya sudah sembuh dan masih harus menunggu untuk bisa vaksin jadi saya tidak punya riwayat penyakit kondisi medis tertentu min itu bagaimana ya
417,417,9/2/2021,netral,syarat,layanan rapid test antigen masih tersedia di stasiun min
418,418,9/2/2021,negatif,ticketing,halo ini bagaimana ya saya pesan tiket sari sudah dari seminggu tidak ada informasi pembatalan ppkm pas sampai stasiun kereta singasari cikampek kediri dibatalkan dan baru ada tanggal ngambil cuti di pandemi susah lho gimana sih
419,419,9/2/2021,netral,syarat,halo min selamat sore untuk perjalanan menggunakan kereta dari stasiun kota mojokerto stasiun wonokromo surabaya harus menyertakan kartu vaksin min atau mungkin harus menyertakan surat lainnya min
420,420,9/2/2021,netral,syarat,sore min saya mau tanya syarat untuk penyintas covid kalau tidak salah harus punya surat ptidaknti vaksin dari dokter spesialis ya itu suratnya boleh dari dokter spesialis apapun atau hanya dokter spesialis tertentu saja
421,421,9/2/2021,netral,lain,cek kembali ya min
422,422,9/2/2021,netral,syarat,untuk kai jarak dekat bagaimana min persyaratannya apa saja
423,423,9/2/2021,netral,lain,admin tolong balas dm ya terima kasih
424,424,9/2/2021,netral,lain,baik terima kasih untuk informasinya
425,425,9/2/2021,netral,lain,baik terima kasih infonya min
426,426,9/2/2021,netral,jadwalrute,kereta jayabaya senin agustus dari bekasi min
427,427,9/2/2021,netral,lain,cek dm min
428,428,9/2/2021,netral,aturan,kalo hamil tua dan mau melahirkan dari perantauan gimana min bisa tidak
429,429,9/2/2021,netral,syarat,untuk membuktikan pekerja esensial dan kritikal cukup id card aja atau strp min
